,Unnamed: 0,index,h-index,h5-index,i10-index,i10-5-index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,count_name
9364,9365,40,16,15,21,19,Dartmouth College,Yi-Hsin Liu,https://scholar.google.com//citations?user=IEHg5L8AAAAJ&hl=en,805,747,1,female,1.0,1
9365,9366,41,17,14,29,19,,Přemysl Beran,https://scholar.google.com//citations?user=Qd7OHbEAAAAJ&hl=en,804,572,1,,,
9366,9367,42,16,8,30,7,Ioffe Institute,Alexander Gavrilyuk,https://scholar.google.com//citations?user=hO2fKoIAAAAJ&hl=en,803,246,1,male,1.0,1645
9367,9368,43,15,11,27,15,,Daniela Cavalcoli,https://scholar.google.com//citations?user=1k8XYUkAAAAJ&hl=en,802,416,1,female,0.99,2105
9368,9369,44,12,5,13,4,,Dacha Sukma,https://scholar.google.com//citations?user=2DWIunoAAAAJ&hl=en,803,127,1,female,1.0,1
9369,9370,45,6,6,6,6,University of Southampton,Philip Wiseman,https://scholar.google.com//citations?user=_x0aiaEAAAAJ&hl=en,803,801,1,male,1.0,1097
9370,9371,46,13,12,15,13,Uppsala University,Yevgen Pogoryelov,https://scholar.google.com//citations?user=SOCW2QkAAAAJ&hl=en,802,682,1,,,
9371,9372,47,16,10,21,10,,Dr. Rishi Kumar Singhal,https://scholar.google.com//citations?user=SwpZRXQAAAAJ&hl=en,803,401,1,male,1.0,108
9372,9373,48,16,9,27,9,Belarusian State University,"Минкевич, Альберт Витольдович (AV Minkevich)",https://scholar.google.com//citations?user=JohozXIAAAAJ&hl=en,802,218,1,male,1.0,1
9373,9374,49,16,14,22,22,"Institute of Physics, Chinese Academy of Sciences",Er-Jia Guo(郭尔佳),https://scholar.google.com//citations?user=CzmXKnEAAAAJ&hl=en,803,732,1,,,
9374,9375,50,15,15,21,20,,Asif ud-Doula,https://scholar.google.com//citations?user=yF6EaCYAAAAJ&hl=en,802,618,1,male,1.0,162
9375,9376,51,18,18,21,19,Periyar University,Ramesh R,https://scholar.google.com//citations?user=hvn5s_YAAAAJ&hl=en,802,726,1,male,1.0,146
9376,9377,52,15,14,16,15,,Difa Ye,https://scholar.google.com//citations?user=vWBOlyUAAAAJ&hl=en,801,531,1,male,1.0,1
9377,9378,53,12,12,18,16,Max Planck Institute for Chemical Physics of Solids,Chang-Yang Kuo,https://scholar.google.com//citations?user=i7cYOHEAAAAJ&hl=en,801,755,1,,,
9378,9379,54,18,13,30,15,Institute of Applied Physics RAS,Alex Matveyev,https://scholar.google.com//citations?user=U8TJSEMAAAAJ&hl=en,800,486,1,male,0.87,5856
9379,9380,55,14,11,24,13,,Md Abdul Khan,https://scholar.google.com//citations?user=wNgj1WEAAAAJ&hl=en,801,506,1,male,1.0,430
9380,9381,56,18,18,23,21,Masaryk University Brno,Tomáš Hoder,https://scholar.google.com//citations?user=IrzxDdcAAAAJ&hl=en,801,688,1,male,1.0,169
9381,9382,57,14,14,17,16,Institute of Physics Chinese Academy of Sciences,Chen Ge,https://scholar.google.com//citations?user=8it7_EIAAAAJ&hl=en,801,724,1,male,0.57,239
9382,9383,58,17,16,31,27,ISM,"Dr. R.Thangavel, Assistant Professor,",https://scholar.google.com//citations?user=dJSAJvkAAAAJ&hl=en,800,696,1,,,
9383,9384,59,15,14,27,21,"Birla Institute of Technology, Mesra",PK Barhai,https://scholar.google.com//citations?user=0Xt6wC8AAAAJ&hl=en,800,588,1,male,0.81,16
9384,9385,60,19,9,32,4,,R. Sahu,https://scholar.google.com//citations?user=hMfI_KMAAAAJ&hl=en,800,214,1,,,
9385,9386,61,17,17,27,26,Moscow State University,Pavel Andreev,https://scholar.google.com//citations?user=IGtm5rQAAAAJ&hl=en,798,741,1,male,0.99,198
9386,9387,62,17,10,27,10,Universidad Carlos III de madrid,JUAN E. MUÑOZ SANTIUSTE,https://scholar.google.com//citations?user=JMJNr2EAAAAJ&hl=en,800,257,1,male,0.99,4584
9387,9388,63,16,13,22,19,Slovak Academy of Sciences,Peter Siffalovic,https://scholar.google.com//citations?user=_-KOEeQAAAAJ&hl=en,800,517,1,male,1.0,4373
9388,9389,64,15,9,19,9,,Christoph Zülicke,https://scholar.google.com//citations?user=TuSYLK4AAAAJ&hl=en,800,246,1,male,1.0,192
9389,9390,65,14,11,22,11,Mount Allison University,David E.B. Fleming,https://scholar.google.com//citations?user=XeYqrg8AAAAJ&hl=en,799,321,1,male,1.0,12593
9390,9391,66,17,13,25,16,Université de Liège,Nguyen Ngoc Duy,https://scholar.google.com//citations?user=KIlUQZMAAAAJ&hl=en,799,549,1,male,0.56,331
9391,9392,67,15,9,17,9,,Premkumar Saganti,https://scholar.google.com//citations?user=mWtX0t0AAAAJ&hl=en,798,294,1,male,1.0,4
9392,9393,68,9,9,9,9,,Jonas Danielson,https://scholar.google.com//citations?user=rf2bc7kAAAAJ&hl=en,798,633,1,male,1.0,628
9393,9394,69,14,13,18,18,Institute of Physics,Pavel Marton,https://scholar.google.com//citations?user=mjRzFLUAAAAJ&hl=en,798,593,1,male,0.99,198
9394,9395,70,14,8,19,7,"University of Havana"" and ""CINVESTAV""","""Osvaldo de Melo"" and ""O de Melo Pereira""",https://scholar.google.com//citations?user=B9lzD2gAAAAJ&hl=en,797,290,1,,,
9395,9396,71,16,12,27,14,,Yuriy Azhniuk,https://scholar.google.com//citations?user=KP0ECo0AAAAJ&hl=en,797,384,1,male,1.0,15
9396,9397,72,15,6,16,5,,Cemsinan Deliduman,https://scholar.google.com//citations?user=5lhZHr8AAAAJ&hl=en,797,233,1,,,
9397,9398,73,16,13,33,23,Shiraz University,Mahmood Moradi,https://scholar.google.com//citations?user=WvYp0ScAAAAJ&hl=en,797,661,1,male,0.96,45
9398,9399,74,14,14,17,17,Rutgers University,Hyun Ho Choi,https://scholar.google.com//citations?user=Nhv0Q78AAAAJ&hl=en,797,762,1,male,0.63,27
9399,9400,75,14,14,17,17,"University of California, San Diego",Jingdi Zhang,https://scholar.google.com//citations?user=N2bM61wAAAAJ&hl=en,798,780,1,,,
9400,9401,76,9,6,8,5,,John Cristion,https://scholar.google.com//citations?user=duDgzw8AAAAJ&hl=en,797,258,1,male,0.99,9931
9401,9402,77,15,10,23,13,Swedish Institute of Space physics,Evgenia Belova,https://scholar.google.com//citations?user=0ldx4IEAAAAJ&hl=en,796,262,1,female,1.0,17
9402,9403,78,10,8,10,6,Universitas Padjadjaran,Risdiana,https://scholar.google.com//citations?user=73PubJoAAAAJ&hl=en,796,305,1,,,
9403,9404,79,16,12,23,17,Leiden University,Wolfgang Löffler,https://scholar.google.com//citations?user=ANTDLEkAAAAJ&hl=en,795,534,1,male,1.0,95
9404,9405,80,15,9,23,7,,Jayme De Luca,https://scholar.google.com//citations?user=PoyxoUoAAAAJ&hl=en,795,173,1,female,0.72,74
9405,9406,81,11,8,12,8,Georgetown University,Daniel Koch,https://scholar.google.com//citations?user=ouvsXxoAAAAJ&hl=en,795,438,1,male,1.0,8180
9406,9407,82,12,8,13,6,University of Western Australia,Paul C Abbott,https://scholar.google.com//citations?user=SAVgqw0AAAAJ&hl=en,796,262,1,male,1.0,5931
9407,9408,83,12,9,12,9,Indian Institute of Technology Ropar,Asoka Biswas,https://scholar.google.com//citations?user=mnZEP0UAAAAJ&hl=en,795,283,1,male,1.0,1
9408,9409,84,14,6,18,1,German Jordanian University,Nabil Ayoub,https://scholar.google.com//citations?user=hNYesigAAAAJ&hl=en,795,139,1,male,0.99,239
9409,9410,85,18,18,25,25,Technische Universtität München,Marian Willner,https://scholar.google.com//citations?user=XIjHPGIAAAAJ&hl=en,794,785,1,female,0.82,404
9410,9411,86,9,9,9,9,,George R Keiser,https://scholar.google.com//citations?user=pbjn98R1YK8C&hl=en,793,772,1,male,0.99,2098
9411,9412,87,16,15,25,23,National University of Sciences and Technology,Tayyab Kamran,https://scholar.google.com//citations?user=MLc9DJcAAAAJ&hl=en,793,626,1,male,1.0,12
9412,9413,88,16,10,19,11,,Anatoliy V Goncharenko,https://scholar.google.com//citations?user=JB5tKJEAAAAJ&hl=en,795,364,1,male,1.0,5
9413,9414,89,16,9,27,9,Belarusian State University,Minkevich Albert,https://scholar.google.com//citations?user=xRw5CQcAAAAJ&hl=en,795,215,1,,,
9414,9415,90,17,15,30,23,,Brahim Oujia,https://scholar.google.com//citations?user=DOzGWUgAAAAJ&hl=en,795,507,1,male,1.0,73
9415,9416,91,8,8,8,8,Boston University,Xuqing Huang,https://scholar.google.com//citations?user=wqGuk8YAAAAJ&hl=en,793,755,1,,,
9416,9417,92,15,15,21,19,Tor Vergata,Cristina Cornaro,https://scholar.google.com//citations?user=Renni9sAAAAJ&hl=en,794,608,1,female,1.0,1983
9417,9418,93,14,14,20,20,Missouri State University,Tiglet Besara,https://scholar.google.com//citations?user=q1BBG_QAAAAJ&hl=en,793,770,1,,,
9418,9419,94,17,16,20,19,,A. M. Abdul-Kader,https://scholar.google.com//citations?user=vZxJGGUAAAAJ&hl=en,793,533,1,,,
9419,9420,95,14,14,18,17,National Institute of Standards and Technology,Stephen Eckel,https://scholar.google.com//citations?user=61MDsmIAAAAJ&hl=en,792,714,1,male,1.0,2608
9420,9421,96,15,15,24,22,,Anders Clemen Jakobsen,https://scholar.google.com//citations?user=CoR5rBkAAAAJ&hl=en,792,751,1,male,1.0,603
9421,9422,97,14,14,17,16,,Dr. Ashok B Gadkari,https://scholar.google.com//citations?user=APIj7DYAAAAJ&hl=en,792,644,1,male,1.0,130
9422,9423,98,14,12,16,14,,Chanyoung Yim,https://scholar.google.com//citations?user=ezDESFgAAAAJ&hl=en,793,762,1,male,1.0,2
9423,9424,99,14,13,17,16,Università di Genova,Luca Repetto,https://scholar.google.com//citations?user=ZNJq2CUAAAAJ&hl=en,793,525,1,male,0.99,1075
9424,9425,100,13,10,15,10,St. Petersburg State University,Vladimir Roudnev,https://scholar.google.com//citations?user=3WHuYcAAAAAJ&hl=en,793,319,1,male,1.0,299
9425,9426,101,16,15,18,18,University of the West Indies,Tannecia Stephenson,https://scholar.google.com//citations?user=q9ud4mM9TL8C&hl=en,792,691,1,,,
9426,9427,102,14,14,21,21,Technische Universität Berlin,Jan-Hindrik Schulze,https://scholar.google.com//citations?user=EPS49-EAAAAJ&hl=en,792,726,1,,,
9427,9428,103,14,10,27,12,,Leonid Golinskii,https://scholar.google.com//citations?user=ivN-81YAAAAJ&hl=en,792,334,1,male,0.92,13
9428,9429,104,18,13,34,22,Menofia University,Wedad Ali El Ganaini,https://scholar.google.com//citations?user=PgSlSXoAAAAJ&hl=en,792,466,1,female,1.0,5
9429,9430,105,13,11,17,11,,Luis Dinis,https://scholar.google.com//citations?user=VnvCTrcAAAAJ&hl=en,791,536,1,male,1.0,4053
9430,9431,106,15,15,21,19,"Max Planck Institute for Nuclear Physics, Heidelberg",Adriana Palffy,https://scholar.google.com//citations?user=qhl7QAMAAAAJ&hl=en,791,625,1,female,1.0,1476
9431,9432,107,15,15,19,19,Fudan University,Cheng Zhang (张成),https://scholar.google.com//citations?user=nls8rC8AAAAJ&hl=en,791,789,1,female,0.57,84
9432,9433,108,16,10,24,10,Uppsala University,Mathias Hamberg,https://scholar.google.com//citations?user=-mpxc2cAAAAJ&hl=en,791,436,1,male,0.99,257
9433,9434,109,15,8,25,6,Bogolyubov Institute for Theoretical Physics,Yurii Sitenko,https://scholar.google.com//citations?user=RUCc0HEAAAAJ&hl=en,791,202,1,female,1.0,2
9434,9435,110,13,11,17,13,,Ryo Namiki,https://scholar.google.com//citations?user=_MC5kM8AAAAJ&hl=en,790,392,1,male,0.96,28
9435,9436,111,14,10,20,11,,sawako nakamae,https://scholar.google.com//citations?user=N7YQItIAAAAJ&hl=en,790,382,1,female,1.0,7
9436,9437,112,13,7,19,2,G.V.Kurdyumov Institute for Metal Physics,Elena Zasimchuk,https://scholar.google.com//citations?user=SPxrlRoAAAAJ&hl=en,791,220,1,female,1.0,1645
9437,9438,113,15,10,20,10,Syracuse University,J. M. Schwarz,https://scholar.google.com//citations?user=MnLTT3cAAAAJ&hl=en,791,528,1,,,
9438,9439,114,17,11,22,13,Auburn University,David A Maurer,https://scholar.google.com//citations?user=9mTCwfMAAAAJ&hl=en,791,389,1,male,1.0,12593
9439,9440,115,15,12,23,15,University of Oxford,Martin Kiffner,https://scholar.google.com//citations?user=1l6s0rAAAAAJ&hl=en,790,491,1,male,1.0,3568
9440,9441,116,14,8,27,5,Gujarat University,Prof. P. N.Gajjar,https://scholar.google.com//citations?user=UI4FMQ8AAAAJ&hl=en,790,269,1,,,
9441,9442,117,12,12,14,13,AVIT,Dr. G. Suresh,https://scholar.google.com//citations?user=1apBkBwAAAAJ&hl=en,788,728,1,,,
9442,9443,118,14,14,19,19,Johns Hopkins University,Peter Kollmann,https://scholar.google.com//citations?user=RhOGW34AAAAJ&hl=en,788,732,1,male,1.0,4373
9443,9444,119,13,10,16,11,,Mónika Bokor,https://scholar.google.com//citations?user=2ab84OcAAAAJ&hl=en,788,325,1,female,1.0,41
9444,9445,120,15,8,23,6,BME,Varga Imre,https://scholar.google.com//citations?user=8E2uMFgAAAAJ&hl=en,789,246,1,male,0.6,10
9445,9446,121,11,11,12,12,,Sadayappan Nagamuthu,https://scholar.google.com//citations?user=j6yrA28AAAAJ&hl=en,788,783,1,,,
9446,9447,122,13,10,22,10,,Shashank Kane,https://scholar.google.com//citations?user=b1XZBS8AAAAJ&hl=en,788,463,1,male,1.0,74
9447,9448,123,11,11,11,11,,Elizabeth A. Silber,https://scholar.google.com//citations?user=cNZPuIMAAAAJ&hl=en,789,742,1,female,1.0,3508
9448,9449,124,11,10,13,12,IARI,Pramila Aggarwal,https://scholar.google.com//citations?user=hH-RlwcAAAAJ&hl=en,789,613,1,female,1.0,12
9449,9450,125,14,12,30,17,Saha Institute of Nuclear Physics,Nikhil Chakrabarti,https://scholar.google.com//citations?user=RJvhGWIAAAAJ&hl=en,787,563,1,male,1.0,154
9450,9451,126,14,12,16,13,Ludwig-Maximilians University of Munich,Ines de Vega,https://scholar.google.com//citations?user=tFqpVn4AAAAJ&hl=en,787,536,1,female,1.0,153
9451,9452,127,11,10,12,10,University of Perugia,Daniela Valigi,https://scholar.google.com//citations?user=dsMVvbcAAAAJ&hl=en,786,619,1,female,0.99,2105
9452,9453,128,14,10,19,11,,cunha f,https://scholar.google.com//citations?user=QYidsyUAAAAJ&hl=en,786,272,1,female,0.5,2
9453,9454,129,14,6,18,1,,President AUM,https://scholar.google.com//citations?user=djuA0GYAAAAJ&hl=en,786,138,1,,,
9454,9455,130,16,11,31,15,,Declan Diver,https://scholar.google.com//citations?user=FvwhngwAAAAJ&hl=en,785,394,1,male,1.0,88
9455,9456,131,14,11,24,13,Budker Institute of Nuclear Physics,Igor A. Kotelnikov,https://scholar.google.com//citations?user=XhexD9cAAAAJ&hl=en,785,436,1,male,1.0,345
9456,9457,132,13,12,14,13,,Neetu Jha,https://scholar.google.com//citations?user=SIWfKuIAAAAJ&hl=en,787,608,1,female,1.0,22
9457,9458,133,13,8,14,7,,Oleg Druzhinin,https://scholar.google.com//citations?user=jORJGXwAAAAJ&hl=en,784,251,1,male,0.99,86
9458,9459,134,14,12,21,20,Daegu Univ,Hee-Jo Lee,https://scholar.google.com//citations?user=CfCA5kkAAAAJ&hl=en,785,659,1,,,
9459,9460,135,14,8,22,6,Bulgarian Academy of Sciences,Zelma Levi,https://scholar.google.com//citations?user=IQScJbwAAAAJ&hl=en,785,259,1,female,1.0,8
9460,9461,136,18,9,28,9,North Carolina A&T State University,R.S. Pedroni,https://scholar.google.com//citations?user=YInY4pYAAAAJ&hl=en,784,338,1,male,1.0,2
9461,9462,137,18,17,32,31,,Ambrish K. Srivastava,https://scholar.google.com//citations?user=XTcgp1EAAAAJ&hl=en,784,743,1,male,1.0,3
9462,9463,138,12,5,13,3,,Stephan Tzenov,https://scholar.google.com//citations?user=XKcgAZsAAAAJ&hl=en,784,293,1,male,1.0,265
9463,9464,139,16,10,30,11,UFSC,Clederson Paduani,https://scholar.google.com//citations?user=PVs7ks0AAAAJ&hl=en,785,401,1,,,
9464,9465,140,16,15,28,24,UCL,Jason Gow,https://scholar.google.com//citations?user=uoiWALgAAAAJ&hl=en,785,660,1,male,1.0,4927
9465,9466,141,15,7,33,5,,Fridrikh Dzheparov,https://scholar.google.com//citations?user=eKigk1kAAAAJ&hl=en,784,288,1,,,
9466,9467,142,14,13,18,16,,Zheng Wen,https://scholar.google.com//citations?user=mTbYa70AAAAJ&hl=en,783,632,1,male,0.87,30
9467,9468,143,16,10,20,10,,Elena Vigil,https://scholar.google.com//citations?user=3_lhkJEAAAAJ&hl=en,783,255,1,female,1.0,1645
9468,9469,144,16,16,20,19,,Lars Mattsson,https://scholar.google.com//citations?user=lKGjVn0AAAAJ&hl=en,783,587,1,male,1.0,450
9469,9470,145,14,12,15,13,Federal University of ABC,Wanius Garcia,https://scholar.google.com//citations?user=kxLgkskAAAAJ&hl=en,783,565,1,,,
9470,9471,146,12,12,13,13,McGill University,Daniel Capellupo,https://scholar.google.com//citations?user=6g0iFWEAAAAJ&hl=en,783,762,1,male,1.0,8180
9471,9472,147,14,14,17,16,Friedrich-Schiller-Universität Jena,"Matthias Zilk, né Kroll",https://scholar.google.com//citations?user=yKPMQiUAAAAJ&hl=en,783,689,1,,,
9472,9473,148,15,13,25,19,,Daniel Lorscheitter Baptista,https://scholar.google.com//citations?user=VT56YpgAAAAJ&hl=en,783,534,1,male,1.0,8180
9473,9474,149,16,13,29,17,,Gema Gonzalez,https://scholar.google.com//citations?user=9QikXzcAAAAJ&hl=en,783,502,1,female,0.95,123
9474,9475,150,14,13,21,19,Queen's University Belfast,Dr Hamad Ahmed,https://scholar.google.com//citations?user=uk_fDj0AAAAJ&hl=en,782,725,1,male,1.0,45
9475,9476,151,16,12,22,16,Umeå University,Ludvig Lizana,https://scholar.google.com//citations?user=dgyfsckAAAAJ&hl=en,781,503,1,male,1.0,16
9476,9477,152,14,8,17,7,,Engin Başaran,https://scholar.google.com//citations?user=V_lReogAAAAJ&hl=en,781,361,1,male,0.99,276
9477,9478,153,12,12,13,13,Creighton University,Andrew E Ekpenyong,https://scholar.google.com//citations?user=lznV2RwAAAAJ&hl=en,783,732,1,male,1.0,5168
9478,9479,154,10,9,11,9,,HEXI SHI,https://scholar.google.com//citations?user=r5nuWzEAAAAJ&hl=en,783,589,1,,,
9479,9480,155,15,11,28,14,Aristotle University of Thessaloniki,Kostas Siozios,https://scholar.google.com//citations?user=lFR5jaUAAAAJ&hl=en,782,535,1,male,1.0,185
9480,9481,156,19,12,23,12,Nicolaus Copernicus University,Krzysztof M. Gesicki,https://scholar.google.com//citations?user=RoVH4b4AAAAJ&hl=en,782,291,1,male,1.0,96
9481,9482,157,16,11,23,12,"Indian Statistical Institute, Kolkata",Preeti Parashar,https://scholar.google.com//citations?user=qW214HwAAAAJ&hl=en,781,443,1,female,0.84,73
9482,9483,158,15,10,19,10,University of Sao Paulo,Wei-Liang Qian,https://scholar.google.com//citations?user=kCLzpzMAAAAJ&hl=en,781,385,1,male,1.0,1
9483,9484,159,14,14,16,16,University of Tokyo,Shi Pu,https://scholar.google.com//citations?user=gKT1XcYAAAAJ&hl=en,781,715,1,male,0.72,58
9484,9485,160,17,12,24,15,Bharathiar University,Kandasamy Ramachandran,https://scholar.google.com//citations?user=3krsc-UAAAAJ&hl=en,781,510,1,male,1.0,4
9485,9486,161,9,6,9,4,,T. R. Sandin,https://scholar.google.com//citations?user=k54J5VcAAAAJ&hl=en,781,406,1,female,0.5,2
9486,9487,162,16,10,29,11,National Institute of Materials Physics,Lucica Miu,https://scholar.google.com//citations?user=p0QmisMAAAAJ&hl=en,781,321,1,,,
9487,9488,163,14,12,21,16,"Mahatma Gandhi University, Kottayam",Cyriac Joseph,https://scholar.google.com//citations?user=fkvSAMcAAAAJ&hl=en,780,581,1,male,1.0,1
9488,9489,164,17,13,32,19,Universidad Nacional de Córdoba,Gustavo Alberto Monti,https://scholar.google.com//citations?user=hBzODxMAAAAJ&hl=en,780,453,1,male,1.0,1161
9489,9490,165,7,7,7,6,,Adam C. Keith,https://scholar.google.com//citations?user=tXiRftYAAAAJ&hl=en,779,737,1,male,1.0,3957
9490,9491,166,15,11,22,14,,Borys Glavin,https://scholar.google.com//citations?user=NiLnCSsAAAAJ&hl=en,779,360,1,male,1.0,3
9491,9492,167,16,9,25,9,,Vitaly Alperovich,https://scholar.google.com//citations?user=30Srk9YAAAAJ&hl=en,778,277,1,male,1.0,23
9492,9493,168,17,16,28,24,Taif University,Abdallah A. Shaltout,https://scholar.google.com//citations?user=45usETEAAAAJ&hl=en,778,618,1,male,1.0,82
9493,9494,169,15,13,25,17,Shahid Beheshti University,Nematollah Riazi,https://scholar.google.com//citations?user=XFhAeswAAAAJ&hl=en,779,485,1,,,
9494,9495,170,14,14,24,19,,F. Ben Azzouz,https://scholar.google.com//citations?user=gpkgdvcAAAAJ&hl=en,779,561,1,,,
9495,9496,171,15,14,18,16,University College London,Nicolas Laporte,https://scholar.google.com//citations?user=bR1nRbUAAAAJ&hl=en,778,750,1,male,1.0,1953
9496,9497,172,13,13,13,13,Istanbul University,Sedat BALLIKAYA,https://scholar.google.com//citations?user=1DrHfmMAAAAJ&hl=en,778,683,1,male,1.0,244
9497,9498,173,17,12,20,14,"University of Missouri, Columbia",Deepak K. Singh,https://scholar.google.com//citations?user=_Ybn_5kAAAAJ&hl=en,778,559,1,male,1.0,335
9498,9499,174,17,14,28,19,,Wei-Bing Zhang,https://scholar.google.com//citations?user=p921lRQAAAAJ&hl=en,778,603,1,,,
9499,9500,175,17,16,24,24,,Pawel Caputa,https://scholar.google.com//citations?user=SyjGYvQAAAAJ&hl=en,778,744,1,male,0.98,60
9500,9501,176,12,12,14,13,University of Pennsylvania,Alison Sweeney,https://scholar.google.com//citations?user=ru-dc50AAAAJ&hl=en,778,524,1,female,0.99,1288
9501,9502,177,13,12,14,13,,Pedro Ferreira,https://scholar.google.com//citations?user=fk9ywHUAAAAJ&hl=en,776,664,1,male,0.99,1631
9502,9503,178,15,15,21,19,University of Cologne,Mateus Araújo,https://scholar.google.com//citations?user=R7JP2sgAAAAJ&hl=en,778,753,1,male,1.0,23
9503,9504,179,9,9,9,9,,Zohar Ringel,https://scholar.google.com//citations?user=8-8VIDgAAAAJ&hl=en,777,723,1,male,0.82,22
9504,9505,180,18,18,23,22,Princeton Plasma Physics Laboratory,Michael Churchill,https://scholar.google.com//citations?user=7-1VxWMAAAAJ&hl=en,777,712,1,male,1.0,11094
9505,9506,181,14,12,21,15,Tohoku University,Yoshinori Imai,https://scholar.google.com//citations?user=s_57p34AAAAJ&hl=en,777,597,1,male,1.0,12
9506,9507,182,10,10,10,10,,Madhav Mani,https://scholar.google.com//citations?user=81qY5lEAAAAJ&hl=en,776,665,1,male,1.0,10
9507,9508,183,13,12,15,15,"Institute of Atmospheric Physics, Chinese Academy of Sciences",Donglin Guo,https://scholar.google.com//citations?user=aosw8QIAAAAJ&hl=en,776,690,1,,,
9508,9509,184,13,12,14,14,University of Colorado,Bernd Metzger,https://scholar.google.com//citations?user=I46S954AAAAJ&hl=en,776,758,1,male,1.0,34
9509,9510,185,17,17,25,24,"Institute of Physics, Chinese Academy of Sciences",Hailong Chen,https://scholar.google.com//citations?user=SpHXqP8AAAAJ&hl=en,776,713,1,,,
9510,9511,186,13,6,22,4,,Lupascu Alexandru,https://scholar.google.com//citations?user=pRAiksIAAAAJ&hl=en,776,127,1,,,
9511,9512,187,9,9,9,9,University of California Santa Cruz,Eric Carlson,https://scholar.google.com//citations?user=WAdR31gAAAAJ&hl=en,775,735,1,male,1.0,4110
9512,9513,188,7,6,5,4,,Ashwani Shrivastava,https://scholar.google.com//citations?user=3kKX6Y4AAAAJ&hl=en,776,382,1,male,0.92,25
9513,9514,189,16,13,25,17,Islamia University of Bahawalpur,Asghar Hashmi,https://scholar.google.com//citations?user=Ru7OIrIAAAAJ&hl=en,775,512,1,male,1.0,3
9514,9515,190,14,11,23,12,,Vyacheslav Smirnov,https://scholar.google.com//citations?user=zYpIwHsAAAAJ&hl=en,775,437,1,male,1.0,4
9515,9516,191,19,11,32,18,Bar-Ilan University,Ziv Kizner,https://scholar.google.com//citations?user=-iSq-6gAAAAJ&hl=en,774,347,1,male,1.0,15
9516,9517,192,13,5,13,1,Halliburton,Grant Goodyear,https://scholar.google.com//citations?user=g9ylQNMAAAAJ&hl=en,773,289,1,male,1.0,592
9517,9518,193,13,12,13,12,Yale University,Andrei Malashevich,https://scholar.google.com//citations?user=ZADN2fQAAAAJ&hl=en,773,554,1,male,0.99,168
9518,9519,194,15,13,23,20,,Heman Bhuyan,https://scholar.google.com//citations?user=ckgEPwIAAAAJ&hl=en,773,503,1,female,1.0,1
9519,9520,195,14,14,15,15,EPFL,Dr. Vamshi Mohan Katukuri,https://scholar.google.com//citations?user=8V8H14kAAAAJ&hl=en,774,758,1,male,1.0,5
9520,9521,196,15,14,19,19,SSN Institutions,Dr.Muthu Senthil Pandian,https://scholar.google.com//citations?user=B7Z1Nz0AAAAJ&hl=en,773,655,1,male,1.0,43
9521,9522,197,12,9,13,8,National Autonomous University of Mexico,Ruben Fossion,https://scholar.google.com//citations?user=XpC5pe0AAAAJ&hl=en,774,366,1,male,0.97,471
9522,9523,198,15,13,22,20,University of Zagreb,Željko Skoko,https://scholar.google.com//citations?user=d2Jg3GgAAAAJ&hl=en,773,580,1,male,1.0,15
9523,9524,199,9,9,9,9,Harvard University,Bo Lu （鲁铂）,https://scholar.google.com//citations?user=IHKiGYYAAAAJ&hl=en,772,615,1,male,0.84,229
9524,9525,200,16,8,26,7,,Alexander Borisenko,https://scholar.google.com//citations?user=KxRx3e4AAAAJ&hl=en,773,222,1,male,1.0,1645
9525,9526,201,16,11,32,14,University of Zielona Góra,Maria Przybylska,https://scholar.google.com//citations?user=JEtI87kAAAAJ&hl=en,773,413,1,female,0.99,8402
9526,9527,202,12,6,18,1,,"ЛС Фоменко, LS Fomenko",https://scholar.google.com//citations?user=XwkKkiUAAAAJ&hl=en,773,156,1,female,0.5,6
9527,9528,203,12,11,12,12,,vaishali bambole,https://scholar.google.com//citations?user=w4rjVB8AAAAJ&hl=en,772,552,1,female,1.0,30
9528,9529,204,14,10,24,13,Mansoura University,Essam Mohammed Mohyeldin Abulwafa,https://scholar.google.com//citations?user=5GxMmN4AAAAJ&hl=en,772,341,1,male,1.0,60
9529,9530,205,15,14,22,19,National Institute of Technology Agartala,Biswajit Saha,https://scholar.google.com//citations?user=e4nJgnEAAAAJ&hl=en,772,606,1,male,1.0,7
9530,9531,206,14,12,16,13,Çukurova Üniversitesi,Ramazan Esen,https://scholar.google.com//citations?user=FPsju0gAAAAJ&hl=en,772,440,1,male,1.0,374
9531,9532,207,18,13,26,18,,A. E. Bekheet,https://scholar.google.com//citations?user=JL4kIBQAAAAJ&hl=en,771,427,1,,,
9532,9533,208,16,11,21,13,University of Cologne,Clemens Scholl,https://scholar.google.com//citations?user=vlZlzxQAAAAJ&hl=en,771,422,1,male,1.0,20
9533,9534,209,16,10,29,13,,Volodymyr Gnatyuk,https://scholar.google.com//citations?user=sevArs8AAAAJ&hl=en,771,358,1,male,1.0,3
9534,9535,210,17,5,29,1,,Ts.Gantsog,https://scholar.google.com//citations?user=4J2NvNcAAAAJ&hl=en,771,72,1,,,
9535,9536,211,12,12,14,14,University of Wrocław,Dariusz Grech,https://scholar.google.com//citations?user=Sm1hKKwAAAAJ&hl=en,771,499,1,male,1.0,24
9536,9537,212,13,10,25,11,University of Buenos Aires,Carlos Acha,https://scholar.google.com//citations?user=kfjfmZkAAAAJ&hl=en,771,350,1,male,1.0,5149
