,h_index,h5_index,i10_index,i10_5_index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,wiki_bool,wiki_length
12128,23,15,50,24,"University of California, Davis",Rachael Goodhue,https://scholar.google.com//citations?user=FltAoRgAAAAJ&hl=en,2902,1610,2,male,0.99,False,0.0
12129,28,20,59,40,European Commission,alessandro turrini,https://scholar.google.com//citations?user=navC9gQAAAAJ&hl=en,2901,1479,2,male,0.99,False,0.0
12130,21,12,36,12,Utrecht University,Loek Groot,https://scholar.google.com//citations?user=ysDlqNsAAAAJ&hl=en,2905,842,2,female,1.0,False,0.0
12131,24,22,38,32,University of Bristol,Stephan Heblich,https://scholar.google.com//citations?user=gUb1N40AAAAJ&hl=en,2894,2365,2,female,0.99,False,0.0
12132,28,22,58,35,,Luis Rubalcaba,https://scholar.google.com//citations?user=t4QEBtwAAAAJ&hl=en,2898,1669,2,male,0.8,False,0.0
12133,18,16,24,22,Universitat Pompeu Fabra,David Rossell,https://scholar.google.com//citations?user=1iWGSc0AAAAJ&hl=en,2895,2587,2,male,1.0,False,0.0
12134,26,20,54,35,Bonn University,Wolfgang Britz,https://scholar.google.com//citations?user=7tAqkewAAAAJ&hl=en,2889,1776,2,female,1.0,False,0.0
12135,26,17,49,29,Madras School of Economics,Rathinasamy Maria Saleth,https://scholar.google.com//citations?user=uRsju5MAAAAJ&hl=en,2884,1037,2,female,1.0,False,0.0
12136,18,17,20,20,Arizona State University,GUSTAVO VENTURA,https://scholar.google.com//citations?user=DTPtQIEAAAAJ&hl=en,2896,1730,2,male,0.57,False,0.0
12137,30,21,74,48,Università degli studi di Milano,Massimo Florio,https://scholar.google.com//citations?user=8PEIbrEAAAAJ&hl=en,2899,1589,2,male,1.0,False,0.0
12138,27,22,40,32,University of Lausanne,Joerg Dietz,https://scholar.google.com//citations?user=Wg7xuwEAAAAJ&hl=en,2897,1521,2,male,0.99,False,0.0
12139,29,20,41,32,,vincenzo galasso,https://scholar.google.com//citations?user=ZWZvyiIAAAAJ&hl=en,2884,1247,2,male,0.99,False,0.0
12140,24,17,74,29,Osaka University,Fumio Ohtake,https://scholar.google.com//citations?user=y_8ft4wAAAAJ&hl=en,2881,1223,2,male,1.0,False,0.0
12141,25,21,43,36,University of Cambridge,Franz Fuerst,https://scholar.google.com//citations?user=diGRMwwAAAAJ&hl=en,2880,2085,2,female,0.99,False,0.0
12142,22,20,28,24,Johannes Kepler University Linz,Nicole Kronberger,https://scholar.google.com//citations?user=rVOEoa8AAAAJ&hl=en,2877,1417,2,female,1.0,False,0.0
12143,16,15,18,17,Yale University,Philip Haile,https://scholar.google.com//citations?user=3lEzNPQAAAAJ&hl=en,2875,1368,2,female,1.0,False,0.0
12144,19,15,24,18,London School of Economics & Political Science,Patrick McGovern,https://scholar.google.com//citations?user=VyDNIL8AAAAJ&hl=en,2875,1339,2,female,1.0,True,817.0
12145,27,16,76,33,University of Canberra,Anne Daly,https://scholar.google.com//citations?user=h8mHciYAAAAJ&hl=en,2884,965,2,female,1.0,False,0.0
12146,29,14,64,21,Université de Montréal,Marcel Boyer,https://scholar.google.com//citations?user=bRwGdeMAAAAJ&hl=en,2882,706,2,male,1.0,True,3422.0
12147,24,16,35,24,Marquette University,John Bryan Davis,https://scholar.google.com//citations?user=kzzlbGEAAAAJ&hl=en,2877,1315,2,male,0.65,False,0.0
12148,21,18,28,25,University of Copenhagen,Carl-Johan Dalgaard,https://scholar.google.com//citations?user=0EhfJ8UAAAAJ&hl=en,2858,1406,2,male,1.0,False,0.0
12149,31,21,52,37,,Antonio Cabrales,https://scholar.google.com//citations?user=GeTPOgcAAAAJ&hl=en,2856,1452,2,male,0.97,False,0.0
12150,23,14,50,23,New School,Sanjay G Reddy,https://scholar.google.com//citations?user=t8M2daEAAAAJ&hl=en,2871,1152,2,male,1.0,False,0.0
12151,23,17,43,28,"University of Nevada, Las Vegas",Stephen P. A. Brown,https://scholar.google.com//citations?user=XFI42IoAAAAJ&hl=en,2857,1476,2,male,1.0,False,0.0
12152,28,24,47,43,University of Freiburg,Marc Hanewinkel,https://scholar.google.com//citations?user=2GoxuwsAAAAJ&hl=en,2872,2331,2,male,1.0,False,0.0
12153,31,22,69,49,"IULM University, Milan",Pierluigi Sacco,https://scholar.google.com//citations?user=NvZ10SQAAAAJ&hl=en,2872,1584,2,female,1.0,False,0.0
12154,23,21,31,29,"University of California, Davis",C M Meissner,https://scholar.google.com//citations?user=qcOcLXUAAAAJ&hl=en,2871,1654,2,male,0.92,False,0.0
12155,20,13,32,15,Laval university,Guy Lacroix,https://scholar.google.com//citations?user=j9QneTQAAAAJ&hl=en,2855,1093,2,female,0.99,,
12156,23,17,43,30,Athens University of Economics and Business,Adam Vrechopoulos,https://scholar.google.com//citations?user=Kt4Yf20AAAAJ&hl=en,2846,1776,2,male,1.0,False,0.0
12157,20,13,25,13,Brandeis,Judith M. Dean,https://scholar.google.com//citations?user=CMDZnEgAAAAJ&hl=en,2847,1121,2,male,1.0,False,0.0
12158,21,17,28,21,,Brian David Bell,https://scholar.google.com//citations?user=f7IwT2UAAAAJ&hl=en,2844,1041,2,female,1.0,False,0.0
12159,23,17,33,22,TU Darmstadt,Volker Nitsch,https://scholar.google.com//citations?user=8uJqkMgAAAAJ&hl=en,2856,1385,2,male,1.0,False,0.0
12160,28,26,57,49,National Research University Higher School of Economics,Evgeny Osin,https://scholar.google.com//citations?user=UT8CG1cAAAAJ&hl=en,2855,2428,2,male,1.0,False,0.0
12161,15,14,20,19,University College London,Raffaella Giacomini,https://scholar.google.com//citations?user=bYlMpnsAAAAJ&hl=en,2851,1786,2,male,0.99,False,0.0
12162,21,19,24,23,Georgetown,Jeffrey Macher,https://scholar.google.com//citations?user=ONsULfUAAAAJ&hl=en,2844,1324,2,female,1.0,False,0.0
12163,16,14,17,17,Kyoto University,Tomoya Mori,https://scholar.google.com//citations?user=7aVRNQoAAAAJ&hl=en,2848,1163,2,male,1.0,True,2587.0
12164,22,17,34,27,University of Salzburg,Hannes Winner,https://scholar.google.com//citations?user=5cxps4cAAAAJ&hl=en,2838,1682,2,male,0.99,False,0.0
12165,19,18,19,19,Stockholm School of Economics,Bo Becker,https://scholar.google.com//citations?user=oJSOTJUAAAAJ&hl=en,2841,2233,2,male,0.91,True,3152.0
12166,16,15,16,16,Norwegian School of Economics,Karin S. Thorburn,https://scholar.google.com//citations?user=azperE4AAAAJ&hl=en,2839,1687,2,male,1.0,False,0.0
12167,17,17,19,19,University of Michigan,Martha J. Bailey,https://scholar.google.com//citations?user=nJJDTq0AAAAJ&hl=en,2840,2463,2,male,0.97,False,0.0
12168,30,18,71,41,,Oscar Cacho,https://scholar.google.com//citations?user=hJi3qKIAAAAJ&hl=en,2837,1206,2,female,0.99,False,0.0
12169,26,17,41,22,Karlsruhe Institute of Technology,Clemens Puppe,https://scholar.google.com//citations?user=TglGBZAAAAAJ&hl=en,2830,1276,2,male,0.9,False,0.0
12170,15,11,16,11,,Khaled A. Hussein,https://scholar.google.com//citations?user=EgXHaHwAAAAJ&hl=en,2828,1418,2,male,0.99,False,0.0
12171,21,18,30,27,Reed College,Kimberly Clausing,https://scholar.google.com//citations?user=XggtPXMAAAAJ&hl=en,2827,1611,2,male,1.0,False,0.0
12172,15,14,15,14,Freie Universität Berlin,Mathias Trabandt,https://scholar.google.com//citations?user=uSULO1sAAAAJ&hl=en,2823,2186,2,female,0.55,False,0.0
12173,26,20,52,33,,Alfredo Marvao Pereira,https://scholar.google.com//citations?user=JKmYC5YAAAAJ&hl=en,2821,1273,2,male,1.0,False,0.0
12174,15,15,16,16,MIT,Dave Donaldson,https://scholar.google.com//citations?user=wyvHNI4AAAAJ&hl=en,2827,2568,2,male,1.0,True,240.0
12175,25,21,42,28,University of Freiburg,Günther G. Schulze,https://scholar.google.com//citations?user=AAdqqZAAAAAJ&hl=en,2820,1280,2,male,1.0,False,0.0
12176,26,17,38,25,,Tim Miller,https://scholar.google.com//citations?user=D3m499MAAAAJ&hl=en,2825,1084,2,female,1.0,True,1230.0
12177,16,16,22,20,Hanken School of Economics,Johanna Gummerus,https://scholar.google.com//citations?user=PbxlSBwAAAAJ&hl=en,2818,2397,2,male,0.83,False,0.0
12178,27,21,41,28,,Jaana Tähtinen,https://scholar.google.com//citations?user=WueQA6wAAAAJ&hl=en,2814,1346,2,female,0.99,False,0.0
12179,25,10,40,11,,Michael C. Lovell,https://scholar.google.com//citations?user=21GHiBQAAAAJ&hl=en,2817,503,2,male,1.0,True,2884.0
12180,29,26,52,42,World Bank,Calogero Carletto,https://scholar.google.com//citations?user=k49SOQwAAAAJ&hl=en,2816,1893,2,male,1.0,False,0.0
12181,24,18,39,25,,Enrico Pennings,https://scholar.google.com//citations?user=BqIKNgYAAAAJ&hl=en,2812,1324,2,female,1.0,False,0.0
12182,18,14,25,19,Federal Reserve Bank of Kansas City,Jordan Rappaport,https://scholar.google.com//citations?user=dgLbc5UAAAAJ&hl=en,2811,1475,2,female,0.72,False,0.0
12183,26,18,52,21,University of Nottingham,Paul Mizen,https://scholar.google.com//citations?user=8-xCo9kAAAAJ&hl=en,2808,1335,2,male,1.0,False,0.0
12184,22,19,27,26,Chalmers University of Technology,Hans Löfsten,https://scholar.google.com//citations?user=k2qi2ngAAAAJ&hl=en,2808,1612,2,male,1.0,False,0.0
12185,25,18,36,27,,Michael Nelson,https://scholar.google.com//citations?user=n9QGcasAAAAJ&hl=en,2808,1314,2,female,0.59,True,1526.0
12186,27,24,44,39,,Ou Tang,https://scholar.google.com//citations?user=eM_4JJMAAAAJ&hl=en,2804,1896,2,male,1.0,False,0.0
12187,24,18,35,24,Indiana University,Mark Ottoni-Wilhelm,https://scholar.google.com//citations?user=_87j7dkAAAAJ&hl=en,2807,1111,2,male,1.0,False,0.0
12188,30,24,48,41,"Athens University of Economics and Business, Athens","Manolis Kavussanos, Professor",https://scholar.google.com//citations?user=K2KD9RcAAAAJ&hl=en,2802,1519,2,male,1.0,False,0.0
12189,30,22,58,41,University of Guelph,John Cranfield,https://scholar.google.com//citations?user=hSbDuSEAAAAJ&hl=en,2801,1532,2,male,1.0,True,2227.0
12190,26,17,59,35,University of Arkansas,Eric Wailes,https://scholar.google.com//citations?user=wCGOBqMAAAAJ&hl=en,2796,1080,2,female,0.99,False,0.0
12191,14,9,15,9,,Laurence Weiss,https://scholar.google.com//citations?user=WK2szQUAAAAJ&hl=en,2800,437,2,female,0.7,True,180.0
12192,15,12,18,15,Brandeis University,Elizabeth Brainerd,https://scholar.google.com//citations?user=Ei9sQ6cAAAAJ&hl=en,2797,992,2,male,1.0,False,0.0
12193,24,13,40,15,Carleton,Stanley L. Winer,https://scholar.google.com//citations?user=OMp9U00AAAAJ&hl=en,2798,694,2,female,1.0,False,0.0
12194,12,11,14,13,Duke University,Yi Xu (Daniel),https://scholar.google.com//citations?user=yP1gSLEAAAAJ&hl=en,2801,2183,2,male,0.99,False,0.0
12195,24,18,45,25,Brunel University,Jan Fidrmuc,https://scholar.google.com//citations?user=Sc7jlXwAAAAJ&hl=en,2794,1170,2,male,0.98,False,0.0
12196,17,8,28,8,Johns Hopkins University,Richard Spady,https://scholar.google.com//citations?user=Iapzl2cAAAAJ&hl=en,2794,654,2,male,1.0,False,0.0
12197,32,18,60,31,norwegian university of science and technology,jørn rattsø,https://scholar.google.com//citations?user=m7wNULwAAAAJ&hl=en,2786,962,2,male,1.0,False,0.0
12198,20,13,21,16,London School of Economics,Antonio Cordella,https://scholar.google.com//citations?user=u-kIt5MAAAAJ&hl=en,2789,1339,2,female,1.0,False,0.0
12199,21,17,45,26,London School of Economics,damian tambini,https://scholar.google.com//citations?user=Tx3McaAAAAAJ&hl=en,2792,1135,2,female,1.0,True,227.0
12200,25,17,43,24,,Michael Peneder,https://scholar.google.com//citations?user=HM1h7rAAAAAJ&hl=en,2789,1274,2,male,1.0,False,0.0
12201,25,17,34,21,London School of Economics,Bridget M. Hutter,https://scholar.google.com//citations?user=LLXvEQ0AAAAJ&hl=en,2792,1165,2,female,0.99,False,0.0
12202,30,15,63,27,Cardiff University,Huw Dixon,https://scholar.google.com//citations?user=pDndrl8AAAAJ&hl=en,2788,760,2,female,1.0,True,12861.0
12203,28,15,58,24,University of Illinois at Chicago,Joseph Persky,https://scholar.google.com//citations?user=iTcbmf8AAAAJ&hl=en,2791,1020,2,male,0.99,False,0.0
12204,14,13,14,14,,Wouter Dessein,https://scholar.google.com//citations?user=pE5BWAYAAAAJ&hl=en,2776,1416,2,male,1.0,False,0.0
12205,27,23,44,38,,xianxiang xu,https://scholar.google.com//citations?user=dNDdchkAAAAJ&hl=en,2776,1566,2,male,0.99,False,0.0
12206,22,18,31,23,Hong Kong Polytechnic University,Sherriff Luk,https://scholar.google.com//citations?user=GizlvnwAAAAJ&hl=en,2780,1235,2,male,1.0,False,0.0
12207,23,13,40,24,University of California Davis,Giacomo Bonanno,https://scholar.google.com//citations?user=Laob0AEAAAAJ&hl=en,2775,792,2,male,1.0,False,0.0
12208,13,9,20,9,"University of Rome ""Tor Vergata""",Enrico Giovannini,https://scholar.google.com//citations?user=MluHlVsAAAAJ&hl=en,2783,1699,2,male,1.0,True,9216.0
12209,28,16,84,37,,Filippidis Anestis,https://scholar.google.com//citations?user=rr1v04kAAAAJ&hl=en,2777,1098,2,female,1.0,False,0.0
12210,13,12,14,14,Athens University of Economics and Business,Yiannis E. Spanos,https://scholar.google.com//citations?user=uRpaeZMAAAAJ&hl=en,2780,1299,2,female,0.59,False,0.0
12211,22,17,35,27,Claremont McKenna College,Heather Antecol,https://scholar.google.com//citations?user=lIq67H8AAAAJ&hl=en,2775,1574,2,male,0.99,False,0.0
12212,26,19,49,33,,George Hondroyiannis,https://scholar.google.com//citations?user=0YNaerAAAAAJ&hl=en,2771,1422,2,male,0.81,False,0.0
12213,24,23,36,33,University of Chicago,Greg Kaplan,https://scholar.google.com//citations?user=rIt8DqIAAAAJ&hl=en,2771,2386,2,male,0.95,False,0.0
12214,6,5,5,4,,Ильин Анатолий Игнатьевич,https://scholar.google.com//citations?user=qUxT94UAAAAJ&hl=en,2780,1540,2,female,1.0,False,0.0
12215,24,21,40,33,London School of Economics and Political Science,Jonathan Hopkin,https://scholar.google.com//citations?user=ckZb5_8AAAAJ&hl=en,2772,1520,2,male,1.0,True,1682.0
12216,25,16,40,23,University of Sheffield,Steven McIntosh,https://scholar.google.com//citations?user=Y7AzzNgAAAAJ&hl=en,2775,1162,2,male,1.0,False,0.0
12217,27,24,47,45,London School of Economics & Political,Flora Cornish,https://scholar.google.com//citations?user=FCnC1YsAAAAJ&hl=en,2761,2002,2,male,0.93,False,0.0
12218,27,22,44,37,Athens University of Economics and Business,Evangelos Markakis,https://scholar.google.com//citations?user=VDyjbagAAAAJ&hl=en,2759,1622,2,male,1.0,False,0.0
12219,26,19,41,34,Lafayette College,Susan Averett,https://scholar.google.com//citations?user=egUlDFQAAAAJ&hl=en,2768,1200,2,male,1.0,False,0.0
12220,23,14,39,20,Queen's University Belfast,Robert Gilles,https://scholar.google.com//citations?user=IETvtZcAAAAJ&hl=en,2758,1038,2,male,0.99,False,0.0
12221,24,14,40,19,University of oxford,Knick Harley,https://scholar.google.com//citations?user=k71zcqgAAAAJ&hl=en,2753,753,2,female,1.0,True,242.0
12222,27,18,53,36,,Dorothy Watson,https://scholar.google.com//citations?user=JpeiAO0AAAAJ&hl=en,2745,1375,2,female,1.0,False,0.0
12223,17,17,19,18,European Commission,Heiko Hesse,https://scholar.google.com//citations?user=3MR6L4EAAAAJ&hl=en,2754,1946,2,male,0.98,False,0.0
12224,25,16,40,23,University of Nottingham,Omar Licandro,https://scholar.google.com//citations?user=Rp5GH1cAAAAJ&hl=en,2756,950,2,male,1.0,False,0.0
12225,25,14,41,20,Inter-American Development Bank,Suzanne Duryea,https://scholar.google.com//citations?user=rEBv2P0AAAAJ&hl=en,2752,1157,2,female,1.0,False,0.0
12226,25,18,42,31,Norwegian School of Economics,Alexander Wright Cappelen,https://scholar.google.com//citations?user=KPY7fFgAAAAJ&hl=en,2759,2095,2,male,0.94,False,0.0
12227,24,13,38,23,Pace University,Andrew Kliman,https://scholar.google.com//citations?user=AsAc5-QAAAAJ&hl=en,2756,1426,2,male,0.97,True,5274.0
12228,27,19,42,26,Kozminski University,Tadeusz Tyszka,https://scholar.google.com//citations?user=YUlwkVMAAAAJ&hl=en,2745,1197,2,male,0.69,False,0.0
12229,15,12,19,14,University of Toronto,Xiaodong Zhu,https://scholar.google.com//citations?user=4zIlprMAAAAJ&hl=en,2737,1629,2,male,0.99,False,0.0
12230,16,13,18,14,Bank of Italy,Massimo Sbracia,https://scholar.google.com//citations?user=KuTlCB0AAAAJ&hl=en,2740,1110,2,female,1.0,False,0.0
12231,26,21,58,37,Wageningen University,Gerrit Antonides,https://scholar.google.com//citations?user=730MCusAAAAJ&hl=en,2737,1699,2,male,1.0,False,0.0
12232,23,22,43,42,London School of Economics,Mylene Lagarde,https://scholar.google.com//citations?user=7Hlc5NcAAAAJ&hl=en,2750,2093,2,female,0.99,False,0.0
12233,16,14,17,16,London School of Economics,Martin Pesendorfer,https://scholar.google.com//citations?user=xNqAVi8AAAAJ&hl=en,2745,1199,2,female,1.0,False,0.0
12234,17,11,20,12,,Fereidoun Ghasemzadeh,https://scholar.google.com//citations?user=wnpDO_0AAAAJ&hl=en,2742,1118,2,male,1.0,False,0.0
12235,25,16,44,23,University of Lausanne,Ari-Pekka Hameri,https://scholar.google.com//citations?user=v7qEv8YAAAAJ&hl=en,2738,1267,2,male,1.0,False,0.0
12236,25,19,48,32,University of Kent,Sophia Davidova,https://scholar.google.com//citations?user=o-vTsF4AAAAJ&hl=en,2734,1473,2,male,0.99,False,0.0
12237,27,18,58,30,WU Vienna University of Economics and Business,Gunther Maier,https://scholar.google.com//citations?user=k-vuaeEAAAAJ&hl=en,2706,993,2,male,1.0,False,0.0
12238,6,6,6,6,,Кабушкин Николай Иванович,https://scholar.google.com//citations?user=sGD-onAAAAAJ&hl=en,2732,1488,2,male,1.0,False,0.0
12239,19,15,22,18,University of Nottingham,shaun french,https://scholar.google.com//citations?user=hzSIwWgAAAAJ&hl=en,2725,1713,2,male,1.0,False,0.0
12240,24,22,36,34,,Florian Kern,https://scholar.google.com//citations?user=8Q4VLRcAAAAJ&hl=en,2736,2409,2,male,1.0,False,0.0
12241,20,19,23,23,Boston University,Ivan Fernandez-Val,https://scholar.google.com//citations?user=0ycnKd8AAAAJ&hl=en,2731,2076,2,male,1.0,,
12242,12,12,12,12,London School of Economics,Dirk Jenter,https://scholar.google.com//citations?user=8L0rUDgAAAAJ&hl=en,2728,1821,2,male,0.99,False,0.0
12243,19,11,26,13,,Edward Bergman,https://scholar.google.com//citations?user=nDQbu1oAAAAJ&hl=en,2728,986,2,female,1.0,False,0.0
12244,21,18,29,22,,Stefano Usai,https://scholar.google.com//citations?user=AIGSxd4AAAAJ&hl=en,2728,1375,2,male,1.0,False,0.0
12245,28,23,56,49,Taras Shevchenko National University of Kyiv,Науменкова Світлана Валентинівна / Svitlana Naumenkova,https://scholar.google.com//citations?user=V9jGhRw52b0C&hl=en,2726,1943,2,female,0.99,False,0.0
12246,30,20,79,45,Budapest University of Technology and Economics,László Poppe,https://scholar.google.com//citations?user=3A73rEkAAAAJ&hl=en,2722,1279,2,male,0.99,False,0.0
12247,22,19,44,29,Aarhus University,Nabanita Datta Gupta,https://scholar.google.com//citations?user=2aAfOloAAAAJ&hl=en,2725,1480,2,male,1.0,False,0.0
12248,22,19,53,41,National Research University Higher School of Economics,Maria Yudkevich,https://scholar.google.com//citations?user=HkEQMaEAAAAJ&hl=en,2718,1859,2,male,1.0,False,0.0
12249,26,23,41,35,,Andrea F. Presbitero,https://scholar.google.com//citations?user=6Y2R0tgAAAAJ&hl=en,2727,2244,2,female,1.0,False,0.0
12250,28,22,47,39,Norwegian University of Life Science,Knut Einar Rosendahl,https://scholar.google.com//citations?user=d3_MqCsAAAAJ&hl=en,2718,1463,2,male,1.0,False,0.0
12251,29,24,54,46,Jagiellonian University in Kraków,Aleksander Panasiuk,https://scholar.google.com//citations?user=VrGKG5YAAAAJ&hl=en,2720,1861,2,male,1.0,False,0.0
12252,22,16,45,29,University of Alberta,R Szostak,https://scholar.google.com//citations?user=3vxeuX4AAAAJ&hl=en,2721,1825,2,male,1.0,False,0.0
12253,26,17,53,27,London School of Economics,Tony Cornford,https://scholar.google.com//citations?user=CimtzrQAAAAJ&hl=en,2717,1244,2,male,1.0,False,0.0
12254,27,14,58,30,,Fernando Cardim de Carvalho,https://scholar.google.com//citations?user=yinTU04AAAAJ&hl=en,2717,863,2,male,0.99,False,0.0
12255,24,16,32,19,Simon Fraser University,Gregory Dow,https://scholar.google.com//citations?user=fYkIkX4AAAAJ&hl=en,2711,887,2,male,1.0,True,2301.0
12256,15,10,20,10,Roosevelt University,Stephen T Ziliak,https://scholar.google.com//citations?user=DTamXXkAAAAJ&hl=en,2714,1267,2,male,0.98,False,0.0
12257,28,22,44,30,London School of Economics,Kate Meagher,https://scholar.google.com//citations?user=8MNsmUYAAAAJ&hl=en,2720,1625,2,male,1.0,False,0.0
12258,29,18,73,26,University of Missouri,Nicholas Kalaitzandonakes,https://scholar.google.com//citations?user=3Zx_p4cAAAAJ&hl=en,2711,1036,2,male,1.0,False,0.0
12259,21,19,22,22,Boston University,Daniele Paserman,https://scholar.google.com//citations?user=UUKGMowAAAAJ&hl=en,2717,1564,2,male,1.0,False,0.0
12260,21,13,49,18,Kiel University,Klaus Tochtermann,https://scholar.google.com//citations?user=2j9m_PMAAAAJ&hl=en,2714,1021,2,female,1.0,True,11866.0
12261,27,19,46,35,,Raphael Wittenberg,https://scholar.google.com//citations?user=YFTWJGAAAAAJ&hl=en,2719,1528,2,male,0.89,False,0.0
12262,29,19,46,30,University of Florida,Stanley K. Smith,https://scholar.google.com//citations?user=Pjhc1uoAAAAJ&hl=en,2716,1116,2,male,0.84,False,0.0
12263,19,10,24,12,University of Hawaii at Manoa,Denise Konan,https://scholar.google.com//citations?user=M45qGLkAAAAJ&hl=en,2711,795,2,male,0.99,True,2012.0
12264,26,19,49,32,George Mason University,Alex Tabarrok,https://scholar.google.com//citations?user=3syuONQAAAAJ&hl=en,2694,1306,2,male,0.97,True,3319.0
12265,25,18,47,26,Università di Milano Bicocca,Claudio Morana,https://scholar.google.com//citations?user=pSuh62kAAAAJ&hl=en,2704,1310,2,male,1.0,False,0.0
12266,15,15,21,21,Ohio State University,Ian Krajbich,https://scholar.google.com//citations?user=xTRr7WcAAAAJ&hl=en,2702,2177,2,male,1.0,False,0.0
12267,17,13,20,16,Mount Allison University,Craig Brett,https://scholar.google.com//citations?user=g8qWgQUAAAAJ&hl=en,2702,918,2,male,1.0,False,0.0
12268,23,19,37,28,London School of Economics and Political Science,Robert Falkner,https://scholar.google.com//citations?user=n5yrGJEAAAAJ&hl=en,2700,1575,2,male,0.92,False,0.0
12269,20,16,32,18,Open University,Michael Pryke,https://scholar.google.com//citations?user=MCtKc9YAAAAJ&hl=en,2699,994,2,male,1.0,False,0.0
12270,20,16,32,18,Open University,Michael Pryke,https://scholar.google.com//citations?user=MCtKc9YAAAAJ&hl=en,2699,994,2,male,1.0,False,0.0
12271,19,16,24,19,Aristotle University of Thessaloniki,Kyriaki Kosmidou,https://scholar.google.com//citations?user=UHmwGaQAAAAJ&hl=en,2699,1824,2,male,1.0,False,0.0
12272,27,23,52,38,University of Texas,Michael Hudec,https://scholar.google.com//citations?user=ZQkFbhUAAAAJ&hl=en,2692,1734,2,male,1.0,False,0.0
12273,26,17,42,23,Rutgers,Tomas Sjostrom,https://scholar.google.com//citations?user=pMValUkAAAAJ&hl=en,2688,988,2,female,0.99,False,0.0
12274,29,28,56,55,,Mhairi Maskew,https://scholar.google.com//citations?user=jtwmST4AAAAJ&hl=en,2689,2256,2,female,1.0,False,0.0
12275,22,18,37,28,University of California Riverside,Marcelle Chauvet,https://scholar.google.com//citations?user=27SkNicAAAAJ&hl=en,2683,1340,2,female,0.99,False,0.0
12276,27,20,59,39,,Markku Ollikainen,https://scholar.google.com//citations?user=YaYQViIAAAAJ&hl=en,2681,1545,2,male,1.0,False,0.0
12277,16,12,18,16,Wilfrid Laurier University,Ignacio Castillo,https://scholar.google.com//citations?user=0GLwavIAAAAJ&hl=en,2683,1463,2,female,1.0,False,0.0
12278,21,16,38,21,Federal Reserve Bank of Chicago,Jeffrey R Campbell,https://scholar.google.com//citations?user=bV5LwioAAAAJ&hl=en,2679,1329,2,male,1.0,False,0.0
12279,24,21,45,30,National Research University,Evgeny Andreev,https://scholar.google.com//citations?user=v05rD2AAAAAJ&hl=en,2684,1443,2,female,1.0,True,216.0
12280,20,17,32,23,Athens University of Economics and Business,Spyros Voulgaris,https://scholar.google.com//citations?user=GG9rRS8AAAAJ&hl=en,2679,1149,2,female,0.8,False,0.0
12281,29,17,46,28,University of Texas at Austin,v bhaskar,https://scholar.google.com//citations?user=6RkU0KEAAAAJ&hl=en,2678,965,2,male,1.0,False,0.0
12282,20,18,23,22,Columbia University,Navin Kartik,https://scholar.google.com//citations?user=jG0PhDwAAAAJ&hl=en,2675,1878,2,male,0.8,False,0.0
12283,23,19,34,30,"Istanbul Medeniyet University, Istanbul",Ferda HALICIOGLU,https://scholar.google.com//citations?user=5hfBnykAAAAJ&hl=en,2673,1978,2,male,0.99,False,0.0
12284,9,7,9,6,,Gyula Bakacsi,https://scholar.google.com//citations?user=SIcUqyAAAAAJ&hl=en,2673,1164,2,male,1.0,False,0.0
12285,24,13,54,20,,ENRIQUE HERNANDEZ LAOS,https://scholar.google.com//citations?user=lid7QSAAAAAJ&hl=en,2674,717,2,male,1.0,False,0.0
12286,23,18,27,23,,Kenneth L. Leonard,https://scholar.google.com//citations?user=4WMcxpwAAAAJ&hl=en,2679,1709,2,male,1.0,False,0.0
12287,11,10,11,10,University of Southern California,Oguzhan Ozbas,https://scholar.google.com//citations?user=6t3_iU8AAAAJ&hl=en,2673,2105,2,male,0.95,False,0.0
12288,23,15,36,23,Australian National University,Pierre van der Eng,https://scholar.google.com//citations?user=lmbxbUMAAAAJ&hl=en,2671,1199,2,male,0.99,False,0.0
12289,14,13,16,15,Inter-American Development Bank,Sebastian Martinez,https://scholar.google.com//citations?user=6Sdii8gAAAAJ&hl=en,2672,2087,2,male,0.99,True,264.0
12290,19,13,28,19,Nova School of Business and Economics,Rita Cunha,https://scholar.google.com//citations?user=IgSo0ucAAAAJ&hl=en,2668,1539,2,male,1.0,False,0.0
12291,16,16,16,16,Dartmouth College,James Feyrer,https://scholar.google.com//citations?user=82AJXk0AAAAJ&hl=en,2674,1694,2,female,1.0,True,6736.0
12292,25,18,42,30,Brock University,Diane Dupont,https://scholar.google.com//citations?user=kR7-OxgAAAAJ&hl=en,2668,1301,2,male,1.0,False,0.0
12293,23,15,43,23,MINES ParisTech,Matthieu Glachant,https://scholar.google.com//citations?user=VpO6jDUAAAAJ&hl=en,2665,1529,2,male,1.0,False,0.0
12294,19,16,29,22,Aalto University,Liisa Valikangas or Liisa Välikangas,https://scholar.google.com//citations?user=YYD2_XEAAAAJ&hl=en,2663,1489,2,male,1.0,False,0.0
12295,28,19,47,31,University of Canterbury,Bob Reed,https://scholar.google.com//citations?user=9TGHgBkAAAAJ&hl=en,2661,1326,2,male,0.99,True,244.0
12296,24,21,48,32,Stockholm School of Economics,Andreas Werr,https://scholar.google.com//citations?user=dD-tXWMAAAAJ&hl=en,2660,1337,2,male,1.0,False,0.0
12297,24,19,72,44,Hungarian Academy of Sciences,Imre Fertő,https://scholar.google.com//citations?user=GqFUcEEAAAAJ&hl=en,2655,1684,2,male,0.63,False,0.0
